Name	DS-ID	Tissue	Time	Group	Cut-Count-File	Peak-File	Stage	Fetal-Early	System	Sub-Name	Previous Sample
mfLiver-DS19246	DS19246	mLiver	14.5	liver	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mfLiver-DS19246.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mfLiver-DS19246.peaks.mm10.bed.starch	fetal	Late			FALSE
mfLiver-DS20666	DS20666	mLiver	14.5	liver	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mfLiver-DS20666.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mfLiver-DS20666.peaks.mm10.bed.starch	fetal	Late			FALSE
mLiver-e11.5_DS30095B	DS30095	mLiver	11.5	liver	/home/jlazar/proj/mouse_encode/cut_counts/base-count.liver-DS30095B.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/liver-DS30095B.peaks.mm10.bed.starch	fetal	Early			FALSE
lung-e14.5d_DS29609	DS29609	mLung	14.5	lung	/home/jlazar/proj/mouse_encode/cut_counts/base-count.lung-DS29609C.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/lung-DS29609C.peaks.mm10.bed.starch	fetal	Late	Lung		FALSE
mLung-P0_DS39832	DS39832	mLung	P0	lung	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mLung-DS39832A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mLung-DS39832A.peaks.mm10.bed.starch	fetal	Late	Lung		FALSE
mLung-P0_DS39845	DS39845	mLung	P0	lung	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mLung-DS39845A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mLung-DS39845A.peaks.mm10.bed.starch	fetal	Late	Lung		FALSE
mMesoderm-DS18198	DS18198	mMesoderm	11.5	mesoderm	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mMesoderm-DS18198.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mMesoderm-DS18198.peaks.mm10.bed.starch	fetal	Early			TRUE
mMesoderm-DS18357	DS18357	mMesoderm	11.5	mesoderm	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mMesoderm-DS18357.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mMesoderm-DS18357.peaks.mm10.bed.starch	fetal	Early			TRUE
mRetina-DS20004	DS20004	mRetina	P0	retina	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mRetina-DS20004.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mRetina-DS20004.peaks.mm10.bed.starch	fetal	Late	Brain		TRUE
retina-e14.5d_DS28360	DS28360	mRetina	14.5	retina	/home/jlazar/proj/mouse_encode/cut_counts/base-count.retina-DS28360A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/retina-DS28360A.peaks.mm10.bed.starch	fetal	Late	Brain		FALSE
retina-e14.5d_DS30009	DS30009	mRetina	14.5	retina	/home/jlazar/proj/mouse_encode/cut_counts/base-count.retina-DS30009A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/retina-DS30009A.peaks.mm10.bed.starch	fetal	Late	Brain		FALSE
mStomach-P0_DS39849	DS39849	mStomach	P0	stomach	/home/jlazar/proj/mouse_encode/cut_counts/base-count.stomach-DS39849B.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/stomach-DS39849B.peaks.mm10.bed.starch	fetal	Late	GI		FALSE
mStomach-P0_DS39852	DS39852	mStomach	P0	stomach	/home/jlazar/proj/mouse_encode/cut_counts/base-count.stomach-DS39852B.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/stomach-DS39852B.peaks.mm10.bed.starch	fetal	Late	GI		FALSE
neuraltube-e11.5d_DS33945	DS33945	neuraltube	11.5	neuraltube	/home/jlazar/proj/mouse_encode/cut_counts/base-count.neuraltube-DS33945A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/neuraltube-DS33945A.peaks.mm10.bed.starch	fetal	Early	Brain		FALSE
neuraltube-e11.5d_DS35122	DS35122	neuraltube	11.5	neuraltube	/home/jlazar/proj/mouse_encode/cut_counts/base-count.neuraltube-DS35122A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/neuraltube-DS35122A.peaks.mm10.bed.starch	fetal	Early	Brain		FALSE
neuraltube-e10.5d_DS53209	DS53209	neuraltube	10.5	neuraltube	/home/jlazar/proj/mouse_encode/cut_counts/base-count.neuraltube-DS53209A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/neuraltube-DS53209A.peaks.mm10.bed.starch	fetal	Early	Brain		FALSE
thymus-P0_DS28064	DS28064	thymus	P0	thymus	/home/jlazar/proj/mouse_encode/cut_counts/base-count.thymus-DS28064A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/thymus-DS28064A.peaks.mm10.bed.starch	fetal	Late	Heme		FALSE
thymus-P0_DS29715	DS29715	thymus	P0	thymus	/home/jlazar/proj/mouse_encode/cut_counts/base-count.thymus-DS29715A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/thymus-DS29715A.peaks.mm10.bed.starch	fetal	Late	Heme		FALSE
yolksac-e10.5d_DS45287	DS45287	yolksac	10.5	yolksac	/home/jlazar/proj/mouse_encode/cut_counts/base-count.yolksac-DS45287B.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/yolksac-DS45287B.peaks.mm10.bed.starch	fetal	Early	Yolk		FALSE
E14-DS18505	DS18505	E14		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.E14-DS18505.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/E14-DS18505.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
E14-DS21450	DS21450	E14		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.E14-DS21450.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/E14-DS21450.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
mCJ7-DS13094	DS13094	mCJ7		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mCJ7-DS13094.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mCJ7-DS13094.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
mCJ7-DS13320	DS13320	mCJ7		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mCJ7-DS13320.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mCJ7-DS13320.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
mESC_F4WT-DS17060	DS17060	mESC_F4WT		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mESC_F4WT-DS17060.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mESC_F4WT-DS17060.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
mESC_F4WT-DS17613	DS17613	mESC_F4WT		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mESC_F4WT-DS17613.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mESC_F4WT-DS17613.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
mESC_FIKO-DS17063	DS17063	mESC_FIKO		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mESC_FIKO-DS17063.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mESC_FIKO-DS17063.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
mESC_FIKO-DS18365	DS18365	mESC_FIKO		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.mESC_FIKO-DS18365.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/mESC_FIKO-DS18365.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
R1-DS23677	DS23677	R1		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.R1-DS23677A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/R1-DS23677A.peaks.mm10.bed.starch	stem_cell		Stem cell		FALSE
R1-DS23701	DS23701	R1		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.R1-DS23701A.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/R1-DS23701A.peaks.mm10.bed.starch	stem_cell		Stem cell		FALSE
ZhBTc4-DS15860	DS15860	ZhBTc4		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.ZhBTc4-DS15860.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/ZhBTc4-DS15860.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
ZhBTc4-DS15236	DS15236	ZhBTc4		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.ZhBTc4-DS15236.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/ZhBTc4-DS15236.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
ZhBTc4-DS15299	DS15299	ZhBTc4		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.ZhBTc4-DS15299.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/ZhBTc4-DS15299.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
ZhBTc4-DS15337	DS15337	ZhBTc4		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.ZhBTc4-DS15337.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/ZhBTc4-DS15337.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
ZhBTc4-DS15497	DS15497	ZhBTc4		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.ZhBTc4-DS15497.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/ZhBTc4-DS15497.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
ZhBTc4-DS17562	DS17562	ZhBTc4		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.ZhBTc4-DS17562.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/ZhBTc4-DS17562.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
ZhBTc4-DS17616	DS17616	ZhBTc4		ESC	/home/jlazar/proj/mouse_encode/cut_counts/base-count.ZhBTc4-DS17616.perBase.36.mm10.bed.starch	/net/seq/data/projects/ENCODE3_publications/mouse_dnase_recall/hotspot2-fdr0.05/peaks/ZhBTc4-DS17616.peaks.mm10.bed.starch	stem_cell		Stem cell		TRUE
