DS-ID	Tissue	Time	Patient	Peak-File	Cut-Count-File	Aggregation-ID
DS13523	AoAF	nan	nan	/net/seq/data/aggregations/LN2813/aggregation-4109/peaks/LN2813.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2813/aggregation-4109/LN2813.GRCh38_no_alts.cutcounts.sorted.bed.starch	4109.0
DS14625	BE2_C	nan	nan	/net/seq/data/aggregations/LN3130/aggregation-4082/peaks/LN3130.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3130/aggregation-4082/LN3130.GRCh38_no_alts.cutcounts.sorted.bed.starch	4082.0
DS14635	BE2_C	nan	nan	/net/seq/data/aggregations/LN3132/aggregation-4081/peaks/LN3132.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3132/aggregation-4081/LN3132.GRCh38_no_alts.cutcounts.sorted.bed.starch	4081.0
DS10018	BJ	nan	nan	/net/seq/data/aggregations/LN1791/aggregation-4210/peaks/LN1791.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1791/aggregation-4210/LN1791.GRCh38_no_alts.cutcounts.sorted.bed.starch	4210.0
DS10081	BJ	nan	nan	/net/seq/data/aggregations/LN1816/aggregation-4208/peaks/LN1816.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1816/aggregation-4208/LN1816.GRCh38_no_alts.cutcounts.sorted.bed.starch	4208.0
DS8235	CACO2	nan	nan	/net/seq/data/aggregations/LN1269/aggregation-4218/peaks/LN1269.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1269/aggregation-4218/LN1269.GRCh38_no_alts.cutcounts.sorted.bed.starch	4218.0
DS8416	CACO2	nan	nan	/net/seq/data/aggregations/LN1289/aggregation-4217/peaks/LN1289.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1289/aggregation-4217/LN1289.GRCh38_no_alts.cutcounts.sorted.bed.starch	4217.0
DS16508	CD14	nan	nan	/net/seq/data/aggregations/LN3706/aggregation-5624/peaks/LN3706.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3706/aggregation-5624/LN3706.GRCh38_no_alts.cutcounts.sorted.bed.starch	5624.0
DS17215	CD14	nan	nan			
DS17391	CD14	nan	nan	/net/seq/data/aggregations/LN3948/aggregation-9047/peaks/LN3948.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3948/aggregation-9047/LN3948.GRCh38_no_alts.cutcounts.sorted.bed.starch	9047.0
DS17889	CD14	nan	nan	/net/seq/data/aggregations/LN4099/aggregation-8991/peaks/LN4099.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4099/aggregation-8991/LN4099.GRCh38_no_alts.cutcounts.sorted.bed.starch	8991.0
DS18065	CD14	nan	nan	/net/seq/data/aggregations/LN4135/aggregation-4049/peaks/LN4135.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4135/aggregation-4049/LN4135.GRCh38_no_alts.cutcounts.sorted.bed.starch	4049.0
DS17186	CD19	nan	nan			
DS17281	CD19	nan	nan	/net/seq/data/aggregations/LN3921/aggregation-9059/peaks/LN3921.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3921/aggregation-9059/LN3921.GRCh38_no_alts.cutcounts.sorted.bed.starch	9059.0
DS17440	CD19	nan	nan	/net/seq/data/aggregations/LN3964/aggregation-9042/peaks/LN3964.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3964/aggregation-9042/LN3964.GRCh38_no_alts.cutcounts.sorted.bed.starch	9042.0
DS17371	CD20	nan	nan	/net/seq/data/aggregations/LN3943/aggregation-9050/peaks/LN3943.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3943/aggregation-9050/LN3943.GRCh38_no_alts.cutcounts.sorted.bed.starch	9050.0
DS17541	CD20	nan	nan	/net/seq/data/aggregations/LN4013/aggregation-4058/peaks/LN4013.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4013/aggregation-4058/LN4013.GRCh38_no_alts.cutcounts.sorted.bed.starch	4058.0
DS18208	CD20	nan	nan	/net/seq/data/aggregations/LN4156/aggregation-4048/peaks/LN4156.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4156/aggregation-4048/LN4156.GRCh38_no_alts.cutcounts.sorted.bed.starch	4048.0
DS11148	CD3	nan	nan	/net/seq/data/aggregations/LN2063/aggregation-9163/peaks/LN2063.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2063/aggregation-9163/LN2063.GRCh38_no_alts.cutcounts.sorted.bed.starch	9163.0
DS16834	CD3	nan	nan	/net/seq/data/aggregations/LN3792/aggregation-9084/peaks/LN3792.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3792/aggregation-9084/LN3792.GRCh38_no_alts.cutcounts.sorted.bed.starch	9084.0
DS17198	CD3	nan	nan	/net/seq/data/aggregations/LN3906/aggregation-9062/peaks/LN3906.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3906/aggregation-9062/LN3906.GRCh38_no_alts.cutcounts.sorted.bed.starch	9062.0
DS17534	CD3	nan	nan	/net/seq/data/aggregations/LN4011/aggregation-9032/peaks/LN4011.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4011/aggregation-9032/LN4011.GRCh38_no_alts.cutcounts.sorted.bed.starch	9032.0
DS11202	CD34	nan	nan	/net/seq/data/aggregations/LN2098/aggregation-9162/peaks/LN2098.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2098/aggregation-9162/LN2098.GRCh38_no_alts.cutcounts.sorted.bed.starch	9162.0
DS11666	CD34	nan	nan	/net/seq/data/aggregations/LN2281/aggregation-9161/peaks/LN2281.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2281/aggregation-9161/LN2281.GRCh38_no_alts.cutcounts.sorted.bed.starch	9161.0
DS12274	CD34	nan	nan	/net/seq/data/aggregations/LN2482/aggregation-9156/peaks/LN2482.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2482/aggregation-9156/LN2482.GRCh38_no_alts.cutcounts.sorted.bed.starch	9156.0
DS12336	CD34	nan	nan	/net/seq/data/aggregations/LN2491/aggregation-9155/peaks/LN2491.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2491/aggregation-9155/LN2491.GRCh38_no_alts.cutcounts.sorted.bed.starch	9155.0
DS12339	CD34	nan	nan	/net/seq/data/aggregations/LN2492/aggregation-9154/peaks/LN2492.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2492/aggregation-9154/LN2492.GRCh38_no_alts.cutcounts.sorted.bed.starch	9154.0
DS12734	CD34	nan	nan	/net/seq/data/aggregations/LN10087/aggregation-8815/peaks/LN10087.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10087/aggregation-8815/LN10087.GRCh38_no_alts.cutcounts.sorted.bed.starch	8815.0
DS12771	CD34	nan	nan	/net/seq/data/aggregations/LN2615/aggregation-9149/peaks/LN2615.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2615/aggregation-9149/LN2615.GRCh38_no_alts.cutcounts.sorted.bed.starch	9149.0
DS12774	CD34	nan	nan	/net/seq/data/aggregations/LN2616/aggregation-9148/peaks/LN2616.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2616/aggregation-9148/LN2616.GRCh38_no_alts.cutcounts.sorted.bed.starch	9148.0
DS12785	CD34	nan	nan	/net/seq/data/aggregations/LN2617/aggregation-9147/peaks/LN2617.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2617/aggregation-9147/LN2617.GRCh38_no_alts.cutcounts.sorted.bed.starch	9147.0
DS13196	CD34	nan	nan	/net/seq/data/aggregations/LN2735/aggregation-9144/peaks/LN2735.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2735/aggregation-9144/LN2735.GRCh38_no_alts.cutcounts.sorted.bed.starch	9144.0
DS13199	CD34	nan	nan	/net/seq/data/aggregations/LN2736/aggregation-9143/peaks/LN2736.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2736/aggregation-9143/LN2736.GRCh38_no_alts.cutcounts.sorted.bed.starch	9143.0
DS14040	CD34	nan	nan	/net/seq/data/aggregations/LN2947/aggregation-9138/peaks/LN2947.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2947/aggregation-9138/LN2947.GRCh38_no_alts.cutcounts.sorted.bed.starch	9138.0
DS14129	CD34	nan	nan	/net/seq/data/aggregations/LN2981/aggregation-9137/peaks/LN2981.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2981/aggregation-9137/LN2981.GRCh38_no_alts.cutcounts.sorted.bed.starch	9137.0
DS14197	CD34	nan	nan	/net/seq/data/aggregations/LN2999/aggregation-9136/peaks/LN2999.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2999/aggregation-9136/LN2999.GRCh38_no_alts.cutcounts.sorted.bed.starch	9136.0
DS14206	CD34	nan	nan	/net/seq/data/aggregations/LN3002/aggregation-9135/peaks/LN3002.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3002/aggregation-9135/LN3002.GRCh38_no_alts.cutcounts.sorted.bed.starch	9135.0
DS16814	CD34	nan	nan	/net/seq/data/aggregations/LN3782/aggregation-5623/peaks/LN3782.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3782/aggregation-5623/LN3782.GRCh38_no_alts.cutcounts.sorted.bed.starch	5623.0
DS17112	CD34	nan	nan	/net/seq/data/aggregations/LN3876/aggregation-9073/peaks/LN3876.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3876/aggregation-9073/LN3876.GRCh38_no_alts.cutcounts.sorted.bed.starch	9073.0
DS17702	CD3_CordBlood	nan	nan	/net/seq/data/aggregations/LN4061/aggregation-9018/peaks/LN4061.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4061/aggregation-9018/LN4061.GRCh38_no_alts.cutcounts.sorted.bed.starch	9018.0
DS17706	CD3_CordBlood	nan	nan			
DS15947	CD4	nan	nan	/net/seq/data/aggregations/LN3494/aggregation-9111/peaks/LN3494.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3494/aggregation-9111/LN3494.GRCh38_no_alts.cutcounts.sorted.bed.starch	9111.0
DS16955	CD4	nan	nan	/net/seq/data/aggregations/LN3824/aggregation-9081/peaks/LN3824.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3824/aggregation-9081/LN3824.GRCh38_no_alts.cutcounts.sorted.bed.starch	9081.0
DS17175	CD4	nan	nan	/net/seq/data/aggregations/LN3902/aggregation-9065/peaks/LN3902.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3902/aggregation-9065/LN3902.GRCh38_no_alts.cutcounts.sorted.bed.starch	9065.0
DS17212	CD4	nan	nan			
DS17329	CD4	nan	nan	/net/seq/data/aggregations/LN3935/aggregation-9052/peaks/LN3935.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3935/aggregation-9052/LN3935.GRCh38_no_alts.cutcounts.sorted.bed.starch	9052.0
DS17881	CD4	nan	nan			
DS14108	CD4pos_N	nan	nan	/net/seq/data/aggregations/LN2964/aggregation-5629/peaks/LN2964.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2964/aggregation-5629/LN2964.GRCh38_no_alts.cutcounts.sorted.bed.starch	5629.0
DS15241	CD4pos_N	nan	nan	/net/seq/data/aggregations/LN3300/aggregation-4063/peaks/LN3300.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3300/aggregation-4063/LN3300.GRCh38_no_alts.cutcounts.sorted.bed.starch	4063.0
DS16376	CD56	nan	nan	/net/seq/data/aggregations/LN3680/aggregation-9103/peaks/LN3680.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3680/aggregation-9103/LN3680.GRCh38_no_alts.cutcounts.sorted.bed.starch	9103.0
DS17189	CD56	nan	nan			
DS17443	CD56	nan	nan	/net/seq/data/aggregations/LN3965/aggregation-9041/peaks/LN3965.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3965/aggregation-9041/LN3965.GRCh38_no_alts.cutcounts.sorted.bed.starch	9041.0
DS16012	CD8	nan	nan	/net/seq/data/aggregations/LN3507/aggregation-9110/peaks/LN3507.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3507/aggregation-9110/LN3507.GRCh38_no_alts.cutcounts.sorted.bed.starch	9110.0
DS16962	CD8	nan	nan	/net/seq/data/aggregations/LN3828/aggregation-9080/peaks/LN3828.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3828/aggregation-9080/LN3828.GRCh38_no_alts.cutcounts.sorted.bed.starch	9080.0
DS17203	CD8	nan	nan			
DS17332	CD8	nan	nan	/net/seq/data/aggregations/LN3936/aggregation-9051/peaks/LN3936.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3936/aggregation-9051/LN3936.GRCh38_no_alts.cutcounts.sorted.bed.starch	9051.0
DS17885	CD8	nan	nan			
DS12393	CMK	nan	nan	/net/seq/data/aggregations/LN2503/aggregation-4167/peaks/LN2503.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2503/aggregation-4167/LN2503.GRCh38_no_alts.cutcounts.sorted.bed.starch	4167.0
DS18637	GM04503D	nan	nan	/net/seq/data/aggregations/LN4346/aggregation-4045/peaks/LN4346.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4346/aggregation-4045/LN4346.GRCh38_no_alts.cutcounts.sorted.bed.starch	4045.0
DS18640	GM04503D	nan	nan	/net/seq/data/aggregations/LN4347/aggregation-4044/peaks/LN4347.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4347/aggregation-4044/LN4347.GRCh38_no_alts.cutcounts.sorted.bed.starch	4044.0
DS18973	GM04504A	nan	nan	/net/seq/data/aggregations/LN4427/aggregation-4043/peaks/LN4427.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4427/aggregation-4043/LN4427.GRCh38_no_alts.cutcounts.sorted.bed.starch	4043.0
DS18975	GM04504A	nan	nan	/net/seq/data/aggregations/LN4428/aggregation-4042/peaks/LN4428.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4428/aggregation-4042/LN4428.GRCh38_no_alts.cutcounts.sorted.bed.starch	4042.0
DS7748	GM06990	nan	nan	/net/seq/data/aggregations/LN1203/aggregation-5636/peaks/LN1203.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1203/aggregation-5636/LN1203.GRCh38_no_alts.cutcounts.sorted.bed.starch	5636.0
DS7784	GM06990	nan	nan	/net/seq/data/aggregations/LN38595/aggregation-9164/peaks/LN38595.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN38595/aggregation-9164/LN38595.GRCh38_no_alts.cutcounts.sorted.bed.starch	9164.0
DS12431	GM12864	nan	nan	/net/seq/data/aggregations/LN2527/aggregation-4166/peaks/LN2527.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2527/aggregation-4166/LN2527.GRCh38_no_alts.cutcounts.sorted.bed.starch	4166.0
DS12436	GM12865	nan	nan	/net/seq/data/aggregations/LN2528/aggregation-4165/peaks/LN2528.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2528/aggregation-4165/LN2528.GRCh38_no_alts.cutcounts.sorted.bed.starch	4165.0
DS12442	GM12865	nan	nan	/net/seq/data/aggregations/LN2529/aggregation-4164/peaks/LN2529.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2529/aggregation-4164/LN2529.GRCh38_no_alts.cutcounts.sorted.bed.starch	4164.0
DS10671	GM12878	nan	nan	/net/seq/data/aggregations/LN1960/aggregation-4200/peaks/LN1960.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1960/aggregation-4200/LN1960.GRCh38_no_alts.cutcounts.sorted.bed.starch	4200.0
DS9432	GM12878	nan	nan	/net/seq/data/aggregations/LN1614/aggregation-4214/peaks/LN1614.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1614/aggregation-4214/LN1614.GRCh38_no_alts.cutcounts.sorted.bed.starch	4214.0
DS20260	Gastric_Mucosa	nan	nan	/net/seq/data/aggregations/LN10048/aggregation-8841/peaks/LN10048.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10048/aggregation-8841/LN10048.GRCh38_no_alts.cutcounts.sorted.bed.starch	8841.0
DS20748	Gastric_Mucosa	nan	nan	/net/seq/data/aggregations/LN10049/aggregation-8840/peaks/LN10049.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10049/aggregation-8840/LN10049.GRCh38_no_alts.cutcounts.sorted.bed.starch	8840.0
DS18873	H1_P18	nan	nan	/net/seq/data/aggregations/LN4399/aggregation-8936/peaks/LN4399.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4399/aggregation-8936/LN4399.GRCh38_no_alts.cutcounts.sorted.bed.starch	8936.0
DS19100	H1_P18	nan	nan	/net/seq/data/aggregations/LN4463/aggregation-8927/peaks/LN4463.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4463/aggregation-8927/LN4463.GRCh38_no_alts.cutcounts.sorted.bed.starch	8927.0
DS11814	H7_hESC_T14	nan	nan	/net/seq/data/aggregations/LN2329/aggregation-4189/peaks/LN2329.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2329/aggregation-4189/LN2329.GRCh38_no_alts.cutcounts.sorted.bed.starch	4189.0
DS12147	H7_hESC_T14	nan	nan	/net/seq/data/aggregations/LN2425/aggregation-4178/peaks/LN2425.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2425/aggregation-4178/LN2425.GRCh38_no_alts.cutcounts.sorted.bed.starch	4178.0
DS14732	H7_hESC_T2	nan	nan	/net/seq/data/aggregations/LN3169/aggregation-4077/peaks/LN3169.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3169/aggregation-4077/LN3169.GRCh38_no_alts.cutcounts.sorted.bed.starch	4077.0
DS11953	H7_hESC_T5	nan	nan	/net/seq/data/aggregations/LN2375/aggregation-4183/peaks/LN2375.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2375/aggregation-4183/LN2375.GRCh38_no_alts.cutcounts.sorted.bed.starch	4183.0
DS15665	H7_hESC_T5	nan	nan	/net/seq/data/aggregations/LN3408/aggregation-4061/peaks/LN3408.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3408/aggregation-4061/LN3408.GRCh38_no_alts.cutcounts.sorted.bed.starch	4061.0
DS15809	H7_hESC_T9	nan	nan	/net/seq/data/aggregations/LN3453/aggregation-5625/peaks/LN3453.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3453/aggregation-5625/LN3453.GRCh38_no_alts.cutcounts.sorted.bed.starch	5625.0
DS18517	H9_P42	nan	nan	/net/seq/data/aggregations/LN4301/aggregation-8953/peaks/LN4301.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4301/aggregation-8953/LN4301.GRCh38_no_alts.cutcounts.sorted.bed.starch	8953.0
DS18522	H9_P42	nan	nan	/net/seq/data/aggregations/LN4303/aggregation-8952/peaks/LN4303.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4303/aggregation-8952/LN4303.GRCh38_no_alts.cutcounts.sorted.bed.starch	8952.0
DS12663	HAEpiC	nan	nan	/net/seq/data/aggregations/LN2579/aggregation-4149/peaks/LN2579.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2579/aggregation-4149/LN2579.GRCh38_no_alts.cutcounts.sorted.bed.starch	4149.0
DS12673	HAEpiC	nan	nan	/net/seq/data/aggregations/LN2581/aggregation-4148/peaks/LN2581.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2581/aggregation-4148/LN2581.GRCh38_no_alts.cutcounts.sorted.bed.starch	4148.0
DS14765	HAc	nan	nan	/net/seq/data/aggregations/LN3179/aggregation-4076/peaks/LN3179.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3179/aggregation-4076/LN3179.GRCh38_no_alts.cutcounts.sorted.bed.starch	4076.0
DS14770	HAc	nan	nan	/net/seq/data/aggregations/LN3180/aggregation-4075/peaks/LN3180.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3180/aggregation-4075/LN3180.GRCh38_no_alts.cutcounts.sorted.bed.starch	4075.0
DS15192	HAh	nan	nan	/net/seq/data/aggregations/LN3285/aggregation-4065/peaks/LN3285.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3285/aggregation-4065/LN3285.GRCh38_no_alts.cutcounts.sorted.bed.starch	4065.0
DS15202	HAh	nan	nan	/net/seq/data/aggregations/LN3289/aggregation-4064/peaks/LN3289.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3289/aggregation-4064/LN3289.GRCh38_no_alts.cutcounts.sorted.bed.starch	4064.0
DS14790	HAsp	nan	nan	/net/seq/data/aggregations/LN3184/aggregation-4074/peaks/LN3184.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3184/aggregation-4074/LN3184.GRCh38_no_alts.cutcounts.sorted.bed.starch	4074.0
DS14794	HAsp	nan	nan	/net/seq/data/aggregations/LN3185/aggregation-4073/peaks/LN3185.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3185/aggregation-4073/LN3185.GRCh38_no_alts.cutcounts.sorted.bed.starch	4073.0
DS13806	HBMEC	nan	nan	/net/seq/data/aggregations/LN2897/aggregation-4100/peaks/LN2897.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2897/aggregation-4100/LN2897.GRCh38_no_alts.cutcounts.sorted.bed.starch	4100.0
DS13817	HBMEC	nan	nan	/net/seq/data/aggregations/LN2899/aggregation-4099/peaks/LN2899.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2899/aggregation-4099/LN2899.GRCh38_no_alts.cutcounts.sorted.bed.starch	4099.0
DS14834	HBVP	nan	nan	/net/seq/data/aggregations/LN3192/aggregation-4072/peaks/LN3192.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3192/aggregation-4072/LN3192.GRCh38_no_alts.cutcounts.sorted.bed.starch	4072.0
DS14845	HBVSMC	nan	nan	/net/seq/data/aggregations/LN3197/aggregation-4071/peaks/LN3197.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3197/aggregation-4071/LN3197.GRCh38_no_alts.cutcounts.sorted.bed.starch	4071.0
DS14860	HBVSMC	nan	nan	/net/seq/data/aggregations/LN3201/aggregation-4070/peaks/LN3201.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3201/aggregation-4070/LN3201.GRCh38_no_alts.cutcounts.sorted.bed.starch	4070.0
DS12491	HCF	nan	nan	/net/seq/data/aggregations/LN2540/aggregation-4159/peaks/LN2540.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2540/aggregation-4159/LN2540.GRCh38_no_alts.cutcounts.sorted.bed.starch	4159.0
DS12501	HCF	nan	nan	/net/seq/data/aggregations/LN2542/aggregation-4158/peaks/LN2542.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2542/aggregation-4158/LN2542.GRCh38_no_alts.cutcounts.sorted.bed.starch	4158.0
DS13480	HCFaa	nan	nan	/net/seq/data/aggregations/LN2800/aggregation-4112/peaks/LN2800.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2800/aggregation-4112/LN2800.GRCh38_no_alts.cutcounts.sorted.bed.starch	4112.0
DS13484	HCFaa	nan	nan	/net/seq/data/aggregations/LN2801/aggregation-4111/peaks/LN2801.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2801/aggregation-4111/LN2801.GRCh38_no_alts.cutcounts.sorted.bed.starch	4111.0
DS12589	HCM	nan	nan	/net/seq/data/aggregations/LN2563/aggregation-4153/peaks/LN2563.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2563/aggregation-4153/LN2563.GRCh38_no_alts.cutcounts.sorted.bed.starch	4153.0
DS12599	HCM	nan	nan	/net/seq/data/aggregations/LN2565/aggregation-4152/peaks/LN2565.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2565/aggregation-4152/LN2565.GRCh38_no_alts.cutcounts.sorted.bed.starch	4152.0
DS12447	HCPEpiC	nan	nan	/net/seq/data/aggregations/LN2530/aggregation-4163/peaks/LN2530.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2530/aggregation-4163/LN2530.GRCh38_no_alts.cutcounts.sorted.bed.starch	4163.0
DS12457	HCPEpiC	nan	nan	/net/seq/data/aggregations/LN2532/aggregation-4162/peaks/LN2532.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2532/aggregation-4162/LN2532.GRCh38_no_alts.cutcounts.sorted.bed.starch	4162.0
DS13547	HCT116	nan	nan	/net/seq/data/aggregations/LN2818/aggregation-4108/peaks/LN2818.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2818/aggregation-4108/LN2818.GRCh38_no_alts.cutcounts.sorted.bed.starch	4108.0
DS13551	HCT116	nan	nan	/net/seq/data/aggregations/LN2819/aggregation-4107/peaks/LN2819.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2819/aggregation-4107/LN2819.GRCh38_no_alts.cutcounts.sorted.bed.starch	4107.0
DS11637	HConF	nan	nan	/net/seq/data/aggregations/LN2272/aggregation-4195/peaks/LN2272.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2272/aggregation-4195/LN2272.GRCh38_no_alts.cutcounts.sorted.bed.starch	4195.0
DS11642	HConF	nan	nan	/net/seq/data/aggregations/LN2275/aggregation-4194/peaks/LN2275.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2275/aggregation-4194/LN2275.GRCh38_no_alts.cutcounts.sorted.bed.starch	4194.0
